,TH5-Temperature,TH5-Humidity,TH6-Temperature,TH6-Humidity,TH3-Temperature,TH3-Humidity,TH2-Temperature,TH2-Humidity,TT9-Black Probe Temperature,TT9-White Probe Temperature,TT2-Black Probe Temperature,TT2-White Probe Temperature,TT14-Black Probe Temperature,TT14-White Probe Temperature,TT6-Black Probe Temperature,TT6-White Probe Temperature,TT4-Black Probe Temperature,TT4-White Probe Temperature,TT13-Black Probe Temperature,TT13-White Probe Temperature,TH8-Temperature,TH8-Humidity
2025-03-04 03:47:55,,,,,,,,,,,,,,,,,,,,,-11.894,93.1
2025-03-04 03:48:22,-12.93,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 03:48:23,,,17.256,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 03:48:28,,,,,,,17.353,32.0,,,,,,,,,,,,,,
2025-03-04 03:48:51,,,,,-10.898,82.8,,,,,,,,,,,,,,,,
2025-03-04 03:48:55,,,,,,,,,,,,,,,,,,,,,-11.967,93.1
2025-03-04 03:49:22,-13.03,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 03:49:23,,,17.191,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 03:49:28,,,,,,,17.35,32.0,,,,,,,,,,,,,,
2025-03-04 03:49:51,,,,,-10.796,81.5,,,,,,,,,,,,,,,,
2025-03-04 03:49:55,,,,,,,,,,,,,,,,,,,,,-11.815,93.1
2025-03-04 03:50:00,,,,,,,,,17.53,17.587,-6.089,-6.309,-6.189,-6.094,17.374,17.611,-7.055,-9.311,17.579,17.569,,
2025-03-04 03:50:22,-13.023,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 03:50:23,,,17.228,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 03:50:28,,,,,,,17.353,32.3,,,,,,,,,,,,,,
2025-03-04 03:50:51,,,,,-11.012,81.8,,,,,,,,,,,,,,,,
2025-03-04 03:50:55,,,,,,,,,,,,,,,,,,,,,-11.804,93.1
2025-03-04 03:51:22,-12.998,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 03:51:23,,,17.158,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 03:51:28,,,,,,,17.359,32.6,,,,,,,,,,,,,,
2025-03-04 03:51:51,,,,,-11.207,83.4,,,,,,,,,,,,,,,,
2025-03-04 03:51:55,,,,,,,,,,,,,,,,,,,,,-11.671,93.1
2025-03-04 03:52:22,-12.907,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 03:52:23,,,17.21,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 03:52:28,,,,,,,17.362,32.3,,,,,,,,,,,,,,
2025-03-04 03:52:51,,,,,-11.155,83.8,,,,,,,,,,,,,,,,
2025-03-04 03:52:55,,,,,,,,,,,,,,,,,,,,,-11.885,93.1
2025-03-04 03:53:22,-12.885,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 03:53:23,,,17.238,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 03:53:28,,,,,,,17.356,32.3,,,,,,,,,,,,,,
2025-03-04 03:53:51,,,,,-10.926,83.8,,,,,,,,,,,,,,,,
2025-03-04 03:53:55,,,,,,,,,,,,,,,,,,,,,-11.695,93.4
2025-03-04 03:54:22,-12.889,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 03:54:23,,,17.178,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 03:54:28,,,,,,,17.369,32.0,,,,,,,,,,,,,,
2025-03-04 03:54:51,,,,,-10.962,82.8,,,,,,,,,,,,,,,,
2025-03-04 03:54:55,,,,,,,,,,,,,,,,,,,,,-11.761,93.4
2025-03-04 03:55:22,-12.957,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 03:55:23,,,17.185,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 03:55:28,,,,,,,17.368,32.3,,,,,,,,,,,,,,
2025-03-04 03:55:51,,,,,-11.128,82.8,,,,,,,,,,,,,,,,
2025-03-04 03:55:55,,,,,,,,,,,,,,,,,,,,,-11.802,93.1
2025-03-04 03:56:22,-12.934,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 03:56:23,,,17.139,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 03:56:28,,,,,,,17.372,32.3,,,,,,,,,,,,,,
2025-03-04 03:56:51,,,,,-11.087,83.4,,,,,,,,,,,,,,,,
2025-03-04 03:56:55,,,,,,,,,,,,,,,,,,,,,-11.912,93.4
2025-03-04 03:57:22,-12.896,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 03:57:23,,,17.324,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 03:57:28,,,,,,,17.376,32.3,,,,,,,,,,,,,,
2025-03-04 03:57:51,,,,,-11.057,83.1,,,,,,,,,,,,,,,,
2025-03-04 03:57:55,,,,,,,,,,,,,,,,,,,,,-11.872,93.4
2025-03-04 03:58:22,-12.984,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 03:58:23,,,17.254,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 03:58:28,,,,,,,17.38,32.0,,,,,,,,,,,,,,
2025-03-04 03:58:51,,,,,-10.815,82.1,,,,,,,,,,,,,,,,
2025-03-04 03:58:55,,,,,,,,,,,,,,,,,,,,,-11.85,93.1
2025-03-04 03:59:22,-13.009,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 03:59:23,,,17.309,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 03:59:28,,,,,,,17.382,32.0,,,,,,,,,,,,,,
2025-03-04 03:59:51,,,,,-10.96,80.8,,,,,,,,,,,,,,,,
2025-03-04 03:59:55,,,,,,,,,,,,,,,,,,,,,-11.857,93.1
2025-03-04 04:00:00,,,,,,,,,17.523,17.612,-6.089,-6.317,-6.191,-6.096,17.381,17.601,-7.073,-9.318,17.571,17.574,,
2025-03-04 04:00:22,-12.903,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:00:23,,,17.248,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:00:28,,,,,,,17.389,32.0,,,,,,,,,,,,,,
2025-03-04 04:00:51,,,,,-10.836,81.5,,,,,,,,,,,,,,,,
2025-03-04 04:00:55,,,,,,,,,,,,,,,,,,,,,-11.844,93.1
2025-03-04 04:01:22,-12.971,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:01:23,,,17.181,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:01:28,,,,,,,17.392,32.0,,,,,,,,,,,,,,
2025-03-04 04:01:51,,,,,-10.815,80.5,,,,,,,,,,,,,,,,
2025-03-04 04:01:55,,,,,,,,,,,,,,,,,,,,,-11.835,93.4
2025-03-04 04:02:22,-12.88,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:02:23,,,17.095,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:02:28,,,,,,,17.391,32.3,,,,,,,,,,,,,,
2025-03-04 04:02:51,,,,,-11.042,81.8,,,,,,,,,,,,,,,,
2025-03-04 04:02:55,,,,,,,,,,,,,,,,,,,,,-11.864,93.4
2025-03-04 04:03:22,-12.86,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:03:23,,,17.159,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:03:28,,,,,,,17.399,32.3,,,,,,,,,,,,,,
2025-03-04 04:03:51,,,,,-10.911,81.5,,,,,,,,,,,,,,,,
2025-03-04 04:03:55,,,,,,,,,,,,,,,,,,,,,-11.918,93.1
2025-03-04 04:04:22,-13.023,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:04:23,,,17.258,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:04:28,,,,,,,17.399,32.3,,,,,,,,,,,,,,
2025-03-04 04:04:51,,,,,-11.085,82.4,,,,,,,,,,,,,,,,
2025-03-04 04:04:55,,,,,,,,,,,,,,,,,,,,,-11.947,93.1
2025-03-04 04:05:22,-12.953,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:05:23,,,17.077,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:05:28,,,,,,,17.401,32.0,,,,,,,,,,,,,,
2025-03-04 04:05:51,,,,,-11.115,83.8,,,,,,,,,,,,,,,,
2025-03-04 04:05:55,,,,,,,,,,,,,,,,,,,,,-11.89,93.1
2025-03-04 04:06:22,-12.991,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:06:23,,,17.218,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:06:28,,,,,,,17.406,32.0,,,,,,,,,,,,,,
2025-03-04 04:06:51,,,,,-10.866,83.1,,,,,,,,,,,,,,,,
2025-03-04 04:06:55,,,,,,,,,,,,,,,,,,,,,-12.009,93.1
2025-03-04 04:07:22,-12.977,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:07:23,,,17.181,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:07:28,,,,,,,17.411,32.3,,,,,,,,,,,,,,
2025-03-04 04:07:51,,,,,-10.896,81.1,,,,,,,,,,,,,,,,
2025-03-04 04:07:55,,,,,,,,,,,,,,,,,,,,,-11.949,93.1
2025-03-04 04:08:22,-12.98,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:08:23,,,17.251,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:08:28,,,,,,,17.412,32.3,,,,,,,,,,,,,,
2025-03-04 04:08:51,,,,,-10.945,81.1,,,,,,,,,,,,,,,,
2025-03-04 04:08:55,,,,,,,,,,,,,,,,,,,,,-11.839,93.4
2025-03-04 04:09:22,-13.025,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:09:23,,,17.105,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:09:28,,,,,,,17.421,32.3,,,,,,,,,,,,,,
2025-03-04 04:09:51,,,,,-10.962,82.1,,,,,,,,,,,,,,,,
2025-03-04 04:09:55,,,,,,,,,,,,,,,,,,,,,-12.042,93.1
2025-03-04 04:10:00,,,,,,,,,17.524,17.642,-6.089,-6.324,-6.192,-6.094,17.397,17.601,-7.091,-9.322,17.571,17.59,,
2025-03-04 04:10:22,-13.023,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:10:23,,,17.289,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:10:28,,,,,,,17.425,32.3,,,,,,,,,,,,,,
2025-03-04 04:10:51,,,,,-10.926,81.5,,,,,,,,,,,,,,,,
2025-03-04 04:10:55,,,,,,,,,,,,,,,,,,,,,-12.037,93.1
2025-03-04 04:11:22,-13.125,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:11:23,,,17.069,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:11:28,,,,,,,17.425,32.0,,,,,,,,,,,,,,
2025-03-04 04:11:51,,,,,-10.986,80.8,,,,,,,,,,,,,,,,
2025-03-04 04:11:55,,,,,,,,,,,,,,,,,,,,,-11.951,93.1
2025-03-04 04:12:22,-13.011,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:12:23,,,17.373,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:12:28,,,,,,,17.424,32.0,,,,,,,,,,,,,,
2025-03-04 04:12:51,,,,,-10.952,80.5,,,,,,,,,,,,,,,,
2025-03-04 04:12:55,,,,,,,,,,,,,,,,,,,,,-11.943,93.4
2025-03-04 04:13:22,-13.114,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:13:23,,,17.172,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:13:28,,,,,,,17.431,32.0,,,,,,,,,,,,,,
2025-03-04 04:13:51,,,,,-10.873,79.1,,,,,,,,,,,,,,,,
2025-03-04 04:13:55,,,,,,,,,,,,,,,,,,,,,-12.017,93.1
2025-03-04 04:14:22,-13.132,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:14:23,,,17.27,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:14:28,,,,,,,17.435,32.0,,,,,,,,,,,,,,
2025-03-04 04:14:51,,,,,-10.939,79.1,,,,,,,,,,,,,,,,
2025-03-04 04:14:55,,,,,,,,,,,,,,,,,,,,,-11.96,93.1
2025-03-04 04:15:22,-13.102,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:15:23,,,17.146,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:15:28,,,,,,,17.438,32.3,,,,,,,,,,,,,,
2025-03-04 04:15:51,,,,,-10.958,79.8,,,,,,,,,,,,,,,,
2025-03-04 04:15:55,,,,,,,,,,,,,,,,,,,,,-12.103,93.1
2025-03-04 04:16:22,-13.118,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:16:23,,,17.291,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:16:28,,,,,,,17.444,32.0,,,,,,,,,,,,,,
2025-03-04 04:16:51,,,,,-10.994,79.8,,,,,,,,,,,,,,,,
2025-03-04 04:16:55,,,,,,,,,,,,,,,,,,,,,-11.945,93.1
2025-03-04 04:17:22,-13.177,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:17:23,,,17.175,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:17:28,,,,,,,17.445,32.3,,,,,,,,,,,,,,
2025-03-04 04:17:51,,,,,-11.102,80.1,,,,,,,,,,,,,,,,
2025-03-04 04:17:55,,,,,,,,,,,,,,,,,,,,,-11.976,93.1
2025-03-04 04:18:22,-13.032,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:18:23,,,17.156,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:18:28,,,,,,,17.445,32.3,,,,,,,,,,,,,,
2025-03-04 04:18:51,,,,,-10.928,80.8,,,,,,,,,,,,,,,,
2025-03-04 04:18:55,,,,,,,,,,,,,,,,,,,,,-12.022,93.1
2025-03-04 04:19:22,-12.973,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:19:23,,,17.27,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:19:28,,,,,,,17.452,32.3,,,,,,,,,,,,,,
2025-03-04 04:19:51,,,,,-10.879,79.1,,,,,,,,,,,,,,,,
2025-03-04 04:19:55,,,,,,,,,,,,,,,,,,,,,-12.042,93.4
2025-03-04 04:20:00,,,,,,,,,17.531,17.668,-6.089,-6.331,-6.191,-6.094,17.415,17.604,-7.11,-9.322,17.579,17.607,,
2025-03-04 04:20:22,-12.996,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:20:23,,,17.284,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:20:28,,,,,,,17.449,32.0,,,,,,,,,,,,,,
2025-03-04 04:20:51,,,,,-10.896,78.8,,,,,,,,,,,,,,,,
2025-03-04 04:20:55,,,,,,,,,,,,,,,,,,,,,-12.125,93.1
2025-03-04 04:21:22,-13.03,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:21:23,,,17.353,29.9,,,,,,,,,,,,,,,,,,
2025-03-04 04:21:28,,,,,,,17.455,32.3,,,,,,,,,,,,,,
2025-03-04 04:21:51,,,,,-10.971,80.1,,,,,,,,,,,,,,,,
2025-03-04 04:21:55,,,,,,,,,,,,,,,,,,,,,-11.98,93.4
2025-03-04 04:22:22,-13.193,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:22:23,,,17.274,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:22:28,,,,,,,17.461,32.0,,,,,,,,,,,,,,
2025-03-04 04:22:51,,,,,-11.16,80.8,,,,,,,,,,,,,,,,
2025-03-04 04:22:55,,,,,,,,,,,,,,,,,,,,,-11.936,93.4
2025-03-04 04:23:22,-13.166,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:23:23,,,17.217,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:23:28,,,,,,,17.461,32.0,,,,,,,,,,,,,,
2025-03-04 04:23:51,,,,,-11.164,81.1,,,,,,,,,,,,,,,,
2025-03-04 04:23:55,,,,,,,,,,,,,,,,,,,,,-11.962,93.1
2025-03-04 04:24:22,-13.321,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:24:23,,,17.408,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:24:28,,,,,,,17.469,32.0,,,,,,,,,,,,,,
2025-03-04 04:24:51,,,,,-11.095,81.1,,,,,,,,,,,,,,,,
2025-03-04 04:24:55,,,,,,,,,,,,,,,,,,,,,-11.932,93.1
2025-03-04 04:25:22,-13.271,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:25:23,,,17.096,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:25:28,,,,,,,17.474,32.0,,,,,,,,,,,,,,
2025-03-04 04:25:51,,,,,-11.14,80.8,,,,,,,,,,,,,,,,
2025-03-04 04:25:55,,,,,,,,,,,,,,,,,,,,,-12.011,93.1
2025-03-04 04:26:22,-13.332,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:26:23,,,17.227,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:26:28,,,,,,,17.474,32.0,,,,,,,,,,,,,,
2025-03-04 04:26:51,,,,,-11.201,81.5,,,,,,,,,,,,,,,,
2025-03-04 04:26:55,,,,,,,,,,,,,,,,,,,,,-11.943,93.1
2025-03-04 04:27:22,-13.298,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:27:23,,,17.422,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:27:28,,,,,,,17.477,32.0,,,,,,,,,,,,,,
2025-03-04 04:27:51,,,,,-11.283,81.8,,,,,,,,,,,,,,,,
2025-03-04 04:27:55,,,,,,,,,,,,,,,,,,,,,-11.943,93.1
2025-03-04 04:28:22,-13.127,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:28:23,,,17.267,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:28:28,,,,,,,17.477,32.3,,,,,,,,,,,,,,
2025-03-04 04:28:51,,,,,-11.235,82.8,,,,,,,,,,,,,,,,
2025-03-04 04:28:55,,,,,,,,,,,,,,,,,,,,,-11.815,92.8
2025-03-04 04:29:22,-13.252,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:29:23,,,17.32,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:29:28,,,,,,,17.478,32.0,,,,,,,,,,,,,,
2025-03-04 04:29:51,,,,,-11.367,82.4,,,,,,,,,,,,,,,,
2025-03-04 04:29:55,,,,,,,,,,,,,,,,,,,,,-12.004,93.1
2025-03-04 04:30:00,,,,,,,,,17.54,17.686,-6.089,-6.338,-6.191,-6.092,17.43,17.611,-7.126,-9.318,17.589,17.62,,
2025-03-04 04:30:22,-13.03,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:30:23,,,17.435,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:30:28,,,,,,,17.478,32.0,,,,,,,,,,,,,,
2025-03-04 04:30:51,,,,,-11.458,83.4,,,,,,,,,,,,,,,,
2025-03-04 04:30:55,,,,,,,,,,,,,,,,,,,,,-12.119,93.1
2025-03-04 04:31:22,-13.061,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:31:23,,,17.36,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:31:28,,,,,,,17.481,32.0,,,,,,,,,,,,,,
2025-03-04 04:31:51,,,,,-11.493,83.1,,,,,,,,,,,,,,,,
2025-03-04 04:31:55,,,,,,,,,,,,,,,,,,,,,-12.223,92.8
2025-03-04 04:32:22,-13.18,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:32:23,,,17.102,29.9,,,,,,,,,,,,,,,,,,
2025-03-04 04:32:28,,,,,,,17.491,32.0,,,,,,,,,,,,,,
2025-03-04 04:32:51,,,,,-11.259,82.8,,,,,,,,,,,,,,,,
2025-03-04 04:32:55,,,,,,,,,,,,,,,,,,,,,-11.914,92.8
2025-03-04 04:33:22,-13.456,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:33:23,,,17.139,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:33:28,,,,,,,17.485,32.0,,,,,,,,,,,,,,
2025-03-04 04:33:51,,,,,-11.311,82.1,,,,,,,,,,,,,,,,
2025-03-04 04:33:55,,,,,,,,,,,,,,,,,,,,,-12.061,93.1
2025-03-04 04:34:22,-13.378,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:34:23,,,17.3,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:34:28,,,,,,,17.492,32.0,,,,,,,,,,,,,,
2025-03-04 04:34:51,,,,,-11.369,82.4,,,,,,,,,,,,,,,,
2025-03-04 04:34:55,,,,,,,,,,,,,,,,,,,,,-12.203,92.8
2025-03-04 04:35:22,-13.021,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:35:23,,,17.299,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:35:28,,,,,,,17.481,32.0,,,,,,,,,,,,,,
2025-03-04 04:35:51,,,,,-11.389,83.4,,,,,,,,,,,,,,,,
2025-03-04 04:35:55,,,,,,,,,,,,,,,,,,,,,-12.172,92.8
2025-03-04 04:36:22,-13.273,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:36:23,,,17.188,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:36:28,,,,,,,17.495,32.0,,,,,,,,,,,,,,
2025-03-04 04:36:51,,,,,-11.274,83.1,,,,,,,,,,,,,,,,
2025-03-04 04:36:55,,,,,,,,,,,,,,,,,,,,,-12.181,92.8
2025-03-04 04:37:22,-13.537,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:37:23,,,17.172,29.9,,,,,,,,,,,,,,,,,,
2025-03-04 04:37:28,,,,,,,17.494,32.0,,,,,,,,,,,,,,
2025-03-04 04:37:51,,,,,-11.358,82.8,,,,,,,,,,,,,,,,
2025-03-04 04:37:55,,,,,,,,,,,,,,,,,,,,,-12.265,93.1
2025-03-04 04:38:22,-13.527,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:38:23,,,17.431,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:38:28,,,,,,,17.503,32.0,,,,,,,,,,,,,,
2025-03-04 04:38:51,,,,,-11.259,82.4,,,,,,,,,,,,,,,,
2025-03-04 04:38:55,,,,,,,,,,,,,,,,,,,,,-12.134,92.8
2025-03-04 04:39:22,-13.686,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:39:23,,,17.28,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:39:28,,,,,,,17.492,32.0,,,,,,,,,,,,,,
2025-03-04 04:39:51,,,,,-11.196,82.1,,,,,,,,,,,,,,,,
2025-03-04 04:39:55,,,,,,,,,,,,,,,,,,,,,-12.236,92.8
2025-03-04 04:40:00,,,,,,,,,17.547,17.696,-6.089,-6.345,-6.191,-6.092,17.438,17.618,-7.144,-9.318,17.6,17.63,,
2025-03-04 04:40:22,-13.735,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:40:23,,,17.267,29.9,,,,,,,,,,,,,,,,,,
2025-03-04 04:40:28,,,,,,,17.501,32.0,,,,,,,,,,,,,,
2025-03-04 04:40:51,,,,,-11.389,81.5,,,,,,,,,,,,,,,,
2025-03-04 04:40:55,,,,,,,,,,,,,,,,,,,,,-12.323,92.8
2025-03-04 04:41:22,-13.566,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:41:23,,,17.187,29.9,,,,,,,,,,,,,,,,,,
2025-03-04 04:41:28,,,,,,,17.501,32.0,,,,,,,,,,,,,,
2025-03-04 04:41:51,,,,,-11.233,81.5,,,,,,,,,,,,,,,,
2025-03-04 04:41:55,,,,,,,,,,,,,,,,,,,,,-12.454,92.5
2025-03-04 04:42:22,-13.493,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:42:23,,,17.372,29.9,,,,,,,,,,,,,,,,,,
2025-03-04 04:42:28,,,,,,,17.505,32.0,,,,,,,,,,,,,,
2025-03-04 04:42:51,,,,,-11.278,81.5,,,,,,,,,,,,,,,,
2025-03-04 04:42:55,,,,,,,,,,,,,,,,,,,,,-12.3,92.5
2025-03-04 04:43:22,-13.465,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:43:23,,,17.31,29.9,,,,,,,,,,,,,,,,,,
2025-03-04 04:43:28,,,,,,,17.495,32.0,,,,,,,,,,,,,,
2025-03-04 04:43:51,,,,,-11.386,81.1,,,,,,,,,,,,,,,,
2025-03-04 04:43:55,,,,,,,,,,,,,,,,,,,,,-12.289,92.8
2025-03-04 04:44:22,-13.479,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:44:23,,,17.365,29.9,,,,,,,,,,,,,,,,,,
2025-03-04 04:44:28,,,,,,,17.495,32.3,,,,,,,,,,,,,,
2025-03-04 04:44:51,,,,,-11.612,82.1,,,,,,,,,,,,,,,,
2025-03-04 04:44:55,,,,,,,,,,,,,,,,,,,,,-12.385,92.8
2025-03-04 04:45:22,-13.1,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:45:23,,,17.383,29.9,,,,,,,,,,,,,,,,,,
2025-03-04 04:45:28,,,,,,,17.498,32.0,,,,,,,,,,,,,,
2025-03-04 04:45:51,,,,,-11.566,82.8,,,,,,,,,,,,,,,,
2025-03-04 04:45:55,,,,,,,,,,,,,,,,,,,,,-12.456,92.8
2025-03-04 04:46:22,-13.077,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:46:23,,,17.258,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:46:28,,,,,,,17.498,32.0,,,,,,,,,,,,,,
2025-03-04 04:46:51,,,,,-11.207,82.1,,,,,,,,,,,,,,,,
2025-03-04 04:46:55,,,,,,,,,,,,,,,,,,,,,-12.405,92.8
2025-03-04 04:47:22,-13.289,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:47:23,,,17.322,29.9,,,,,,,,,,,,,,,,,,
2025-03-04 04:47:28,,,,,,,17.504,32.0,,,,,,,,,,,,,,
2025-03-04 04:47:51,,,,,-11.132,80.8,,,,,,,,,,,,,,,,
2025-03-04 04:47:55,,,,,,,,,,,,,,,,,,,,,-12.438,92.8
2025-03-04 04:48:22,-13.03,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:48:23,,,17.316,29.9,,,,,,,,,,,,,,,,,,
2025-03-04 04:48:28,,,,,,,17.497,32.0,,,,,,,,,,,,,,
2025-03-04 04:48:51,,,,,-11.205,80.5,,,,,,,,,,,,,,,,
2025-03-04 04:48:55,,,,,,,,,,,,,,,,,,,,,-12.423,92.8
2025-03-04 04:49:22,-13.495,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:49:23,,,17.241,30.1,,,,,,,,,,,,,,,,,,
2025-03-04 04:49:28,,,,,,,17.504,32.3,,,,,,,,,,,,,,
2025-03-04 04:49:51,,,,,-11.218,81.5,,,,,,,,,,,,,,,,
2025-03-04 04:49:55,,,,,,,,,,,,,,,,,,,,,-12.519,92.5
2025-03-04 04:50:00,,,,,,,,,17.554,17.699,-6.088,-6.35,-6.191,-6.092,17.442,17.624,-7.16,-9.32,17.609,17.636,,
2025-03-04 04:50:22,-13.76,100.0,,,,,,,,,,,,,,,,,,,,
2025-03-04 04:50:23,,,17.155,29.9,,,,,,,,,,,,,,,,,,
2025-03-04 04:50:28,,,,,,,17.498,32.0,,,,,,,,,,,,,,
2025-03-04 04:50:51,,,,,-11.227,80.5,,,,,,,,,,,,,,,,
2025-03-04 04:50:55,,,,,,,,,,,,,,,,,,,,,-12.483,92.8
2025-03-04 04:51:22,-13.055,100.0,,,,,,,,,,,,,,,,,,,,
